from_station,to_station,mileage,train_direction
Zhengzhoudong Railway Station,Xingtaidong Railway Station,223,up
Xingguoxi Railway Station,Wananxian Railway Station,52,up
Wananxian Railway Station,Jianxi Railway Station,73,up
Jianxi Railway Station,Jishuixi Railway Station,23,up
Jishuixi Railway Station,Nanchangxi Railway Station,187,up
Gongqingcheng Railway Station,Nanchangxi Railway Station,450,down
Hangzhoudong Railway Station,Shangrao Railway Station,450,down
Yingtanbei Railway Station,Hangzhoudong Railway Station,482,up
Lishui Railway Station,Huzhou Railway Station,139,down
Huzhou Railway Station,Liyang Railway Station,127,up
Jinshanbei Railway Station,Hainingxi Railway Station,85,down
Yingtanbei Railway Station,Yiwu Railway Station,333,up
Yingkoudong Railway Station,Tianjinxi Railway Station,634,down
Tianjinxi Railway Station,Yingkoudong Railway Station,635,down
Jinxiannan Railway Station,Nanchang Railway Station,58,down
Miluodong Railway Station,Zhengzhoudong Railway Station,821,up
Tahexi Railway Station,Wuhan Railway Station,381,down
Beijingxi Railway Station,Zhengdingjichang Railway Station,244,down
Xuchangdong Railway Station,Xinyangdong Railway Station,246,down
Hebidong Railway Station,Gaoyixi Railway Station,230,up
Shijiazhuang Railway Station,Zhuozhoudong Railway Station,219,up
Beijingxi Railway Station,Dingzhoudong Railway Station,201,down
Zhuozhoudong Railway Station,Gaobeidiandong Railway Station,21,down
Yixing Railway Station,Hangzhoudong Railway Station,127,down
Hankou Railway Station,Zhengzhoudong Railway Station,540,up
Yanshinan Railway Station,Zhangpingxi Railway Station,23,up
Zhangpingxi Railway Station,Shuangyang Railway Station,35,up
Shuangyang Railway Station,Yongannan Railway Station,36,up
Yanpingxi Railway Station,Yanping Railway Station,292,up
Yanping Railway Station,Yanpingxi Railway Station,17,up
Yongannan Railway Station,Shuangyang Railway Station,36,up
Yongannan Railway Station,Sanmingbei Railway Station,68,up
Zhengdingjichang Railway Station,Beijingxi Railway Station,204,up
Changshanan Railway Station,Guilinbei Railway Station,511,down
Nanningdong Railway Station,Beihai Railway Station,197,down
Wawushan Railway Station,Nanjingnan Railway Station,68,up
Fuqing Railway Station,Hanjiang Railway Station,30,down
Hanjiang Railway Station,Xianyou Railway Station,44,down
Fuzhounan Railway Station,Shamenbei Railway Station,226,up
Beihai Railway Station,Nanning Railway Station,208,up
Guilinbei Railway Station,Changshanan Railway Station,511,up
Zhengzhoudong Railway Station,Changshanan Railway Station,898,down
Loudinan Railway Station,Shaoyang Railway Station,48,down
Hengyangdong Railway Station,Qiyang Railway Station,102,down
Hengyangdong Railway Station,Hengshanxi Railway Station,41,up
Hengshuibei Railway Station,Yuchengdong Railway Station,132,down
Xinganbei Railway Station,Dongandong Railway Station,113,up
Zhuhai Railway Station,Zhongshan Railway Station,46,up
Zhongshan Railway Station,Guangzhounan Railway Station,70,up
Guangzhounan Railway Station,Zhongshan Railway Station,70,down
Zhongshan Railway Station,Zhuhai Railway Station,46,down
Lechangdong Railway Station,Leiyangxi Railway Station,204,up
Xuchangdong Railway Station,Minggangdong Railway Station,196,down
Minggangdong Railway Station,Tahexi Railway Station,132,up
Zhumadianxi Railway Station,Xuchangdong Railway Station,128,up
Xinxiangdong Railway Station,Shijiazhuang Railway Station,305,up
Ninghai Railway Station,Taizhou Railway Station,80,down
Taizhou Railway Station,Wenzhounan Railway Station,123,down
Wenzhounan Railway Station,Fuding Railway Station,94,down
Fuding Railway Station,Xiapu Railway Station,53,down
Xiapu Railway Station,Ningde Railway Station,59,down
Ningde Railway Station,Fuzhou Railway Station,96,down
Dingzhoudong Railway Station,Gaobeidiandong Railway Station,118,up
Fuzhou Railway Station,Ningde Railway Station,96,up
Ningde Railway Station,Xiapu Railway Station,59,up
Xiapu Railway Station,Fuding Railway Station,53,up
Fuding Railway Station,Wenzhounan Railway Station,94,up
Ningbo Railway Station,Hangzhoudong Railway Station,155,up
Changxing Railway Station,Liyang Railway Station,67,up
Wuhan Railway Station,Zhumadianxi Railway Station,317,up
Dingzhoudong Railway Station,Zhuozhoudong Railway Station,139,up
Shijiazhuang Railway Station,Xinxiangdong Railway Station,345,down
Chengdudong Railway Station,Mianyang Railway Station,113,up
Jiangyou Railway Station,Jianmenguan Railway Station,88,up
Yixing Railway Station,Deqing Railway Station,92,down
Shaoxingbei Railway Station,Shaoxingdong Railway Station,31,down
Shaoxingdong Railway Station,Ningbo Railway Station,81,down
Miluodong Railway Station,Liuan Railway Station,553,up
Wuhan Railway Station,Jinzhai Railway Station,218,up
Zhengzhoudong Railway Station,Beijingxi Railway Station,693,up
Ningbo Railway Station,Shaoxingdong Railway Station,81,up
Hangzhoudong Railway Station,Changxing Railway Station,62,up
Changxing Railway Station,Lishui Railway Station,119,up
Wenzhounan Railway Station,Wenling Railway Station,99,up
Hankou Railway Station,Honganxi Railway Station,72,up
Jiangning Railway Station,Lishui Railway Station,34,up
Wenling Railway Station,Wenzhounan Railway Station,95,up
Wuhan Railway Station,Liuan Railway Station,270,up
Chaoshan Railway Station,Shantou Railway Station,29,down
Shantou Railway Station,Chaoshan Railway Station,29,up
Chaoshan Railway Station,Chaoyang Railway Station,26,up
Chaoyang Railway Station,Lufeng Railway Station,88,up
Shaoguan Railway Station,Hengshanxi Railway Station,344,up
Qingyuan Railway Station,Guangzhoubei Railway Station,36,down
Futian Railway Station,Guangzhounan Railway Station,111,up
Guangzhounan Railway Station,Guangmingcheng Railway Station,86,down
Guangmingcheng Railway Station,Shenzhenbei Railway Station,16,down
Hengshanxi Railway Station,Leiyangxi Railway Station,194,down
Qingyuan Railway Station,Lechangdong Railway Station,1314,up
Guangmingcheng Railway Station,Humen Railway Station,36,up
Leiyangxi Railway Station,Chenzhouxi Railway Station,98,down
Yingdexi Railway Station,Qingyuan Railway Station,57,down
Guangzhounan Railway Station,Qingsheng Railway Station,31,down
Qingsheng Railway Station,Shenzhenbei Railway Station,71,down
Qingyuan Railway Station,Hengyangdong Railway Station,447,up
Qingyuan Railway Station,Shaoguan Railway Station,144,down
Linfenxi Railway Station,Xiangfenxi Railway Station,32,down
Xiangfenxi Railway Station,Houmaxi Railway Station,27,down
Yunchengbei Railway Station,Yongjibei Railway Station,53,down
Futian Railway Station,Guangmingcheng Railway Station,25,up
Guangzhounan Railway Station,Futian Railway Station,111,up
Zhanjiangxi Railway Station,Maoming Railway Station,90,up
Maoming Railway Station,Yangjiang Railway Station,117,up
Yangjiang Railway Station,Xinhui Railway Station,151,up
Xinhui Railway Station,Guangzhounan Railway Station,72,up
Shanwei Railway Station,Chaoshan Railway Station,149,up
Guangzhounan Railway Station,Xinhui Railway Station,72,up
Xinhui Railway Station,Maoming Railway Station,268,up
Maoming Railway Station,Zhanjiangxi Railway Station,92,up
Shenzhenbei Railway Station,Shanwei Railway Station,156,up
Shanwei Railway Station,Lufeng Railway Station,35,up
Lufeng Railway Station,Chaoyang Railway Station,88,up
Xinhui Railway Station,Yangjiang Railway Station,151,up
Yangjiang Railway Station,Maoming Railway Station,117,up
Deqing Railway Station,Jiangning Railway Station,209,up
Lechangdong Railway Station,Yingdexi Railway Station,131,down
Zhuzhouxi Railway Station,Chenzhouxi Railway Station,278,down
Hengshanxi Railway Station,Zhuzhouxi Railway Station,84,up
Qidong Railway Station,Changshanan Railway Station,250,up
Yingdexi Railway Station,Shaoguan Railway Station,87,up
Huaihuanan Railway Station,Anjiangdong Railway Station,28,down
Anjiangdong Railway Station,Dongkou Railway Station,53,down
Dongkou Railway Station,Longhui Railway Station,43,down
Longhui Railway Station,Shaoyang Railway Station,45,down
Hengyangdong Railway Station,Xidu Railway Station,44,up
Xidu Railway Station,Shaodong Railway Station,315,up
Shaoyang Railway Station,Longhui Railway Station,195,up
Longhui Railway Station,Dongkou Railway Station,43,up
Dongkou Railway Station,Anjiangdong Railway Station,53,up
Anjiangdong Railway Station,Huaihuanan Railway Station,218,up
Dongkou Railway Station,Huaihuanan Railway Station,81,up
Shaodong Railway Station,Yangqiao Railway Station,30,down
Yangqiao Railway Station,Xidu Railway Station,46,down
Guangmingcheng Railway Station,Guangzhounan Railway Station,86,down
Shaoshannan Railway Station,Xinhuanan Railway Station,148,down
Longhui Railway Station,Shaoyangxi Railway Station,22,down
Shaoyangxi Railway Station,Shaoyang Railway Station,23,down
Shaoyang Railway Station,Yangqiao Railway Station,60,down
Yongjibei Railway Station,Yunchengbei Railway Station,53,up
Linfenxi Railway Station,Lingshidong Railway Station,101,up
Lingshidong Railway Station,Taiguxi Railway Station,85,up
Taiguxi Railway Station,Jinzhong Railway Station,31,up
Jinzhong Railway Station,Taiyuannan Railway Station,16,up
Xidu Railway Station,Yangqiao Railway Station,46,up
Yangqiao Railway Station,Shaoyang Railway Station,300,up
Shaoyang Railway Station,Shaoyangxi Railway Station,217,up
Shaoyangxi Railway Station,Longhui Railway Station,22,up
Huaihuanan Railway Station,Longhui Railway Station,124,down
Shaodong Railway Station,Hengyangdong Railway Station,120,down
Shaoyang Railway Station,Hengyangdong Railway Station,150,down
Shaodong Railway Station,Loudinan Railway Station,57,up
Qingsheng Railway Station,Guangmingcheng Railway Station,55,down
Humen Railway Station,Guangmingcheng Railway Station,36,down
Zhuozhoudong Railway Station,Dingzhoudong Railway Station,139,down
Qingsheng Railway Station,Humen Railway Station,19,down
Humen Railway Station,Qingsheng Railway Station,19,up
Pingyaogucheng Railway Station,Linfenxi Railway Station,140,down
Jiexiudong Railway Station,Pingyaogucheng Railway Station,18,up
Pingyaogucheng Railway Station,Taiguxi Railway Station,46,up
Taiguxi Railway Station,Taiyuannan Railway Station,47,up
Huizhounan Railway Station,Kuitan Railway Station,165,down
Puning Railway Station,Chaoyang Railway Station,49,down
Chaoyang Railway Station,Kuitan Railway Station,58,down
Kuitan Railway Station,Shanwei Railway Station,65,down
Shanwei Railway Station,Huizhounan Railway Station,100,down
Huizhounan Railway Station,Shenzhenpingshan Railway Station,20,down
Puning Railway Station,Shanwei Railway Station,96,down
Shanwei Railway Station,Shenzhenbei Railway Station,156,down
Shenzhenpingshan Railway Station,Lufeng Railway Station,155,down
Huizhounan Railway Station,Huidong Railway Station,32,down
Huidong Railway Station,Shanwei Railway Station,68,down
Yingdexi Railway Station,Leiyangxi Railway Station,335,up
Meizhouxi Railway Station,Jianqiao Railway Station,45,down
Jianqiao Railway Station,Fengshundong Railway Station,16,down
Fengshundong Railway Station,Jieyang Railway Station,27,down
Jieyang Railway Station,Chaoshan Railway Station,32,down
Dean Railway Station,Nanchangxi Railway Station,87,down
Chaoshan Railway Station,Jieyangjichang Railway Station,10,up
Jieyangjichang Railway Station,Jieyang Railway Station,22,up
Jieyang Railway Station,Fengshundong Railway Station,27,up
Fengshundong Railway Station,Meizhouxi Railway Station,61,up
Chaoshan Railway Station,Huizhounan Railway Station,249,down
Huizhounan Railway Station,Puning Railway Station,196,down
Chaoyang Railway Station,Puning Railway Station,27,up
Yongxiu Railway Station,Dean Railway Station,34,up
Dean Railway Station,Jiujiang Railway Station,55,up
Kuitan Railway Station,Shenzhenpingshan Railway Station,185,down
Huizhounan Railway Station,Chaoyang Railway Station,191,up
Chaoyang Railway Station,Shanwei Railway Station,123,down
Lufeng Railway Station,Chaoshan Railway Station,114,up
Shanwei Railway Station,Kuitan Railway Station,65,up
Kuitan Railway Station,Chaoshan Railway Station,84,up
Puning Railway Station,Kuitan Railway Station,31,down
Kuitan Railway Station,Huizhounan Railway Station,165,down
Loudinan Railway Station,Shaodong Railway Station,58,down
Shaoyang Railway Station,Loudinan Railway Station,87,up
Lushan Railway Station,Zhengzhou Railway Station,755,up
Luoyanglongmen Railway Station,Zhengzhou Railway Station,125,up
Shaoyang Railway Station,Dongkou Railway Station,88,down
Huaihuanan Railway Station,Shaoyangxi Railway Station,146,down
Shaoyangxi Railway Station,Dongkou Railway Station,65,down
Longhui Railway Station,Anjiangdong Railway Station,96,down
Anjiangdong Railway Station,Longhui Railway Station,96,down
Shaoyang Railway Station,Shuangfengbei Railway Station,74,down
Longhui Railway Station,Huaihuanan Railway Station,124,down
Guangzhounan Railway Station,Xianggangxijiulong Railway Station,141,down
Hebidong Railway Station,Shijiazhuang Railway Station,281,up
Xianggangxijiulong Railway Station,Guangzhounan Railway Station,141,up
Xingtaidong Railway Station,Xinxiangdong Railway Station,223,down
Zhaoqingdong Railway Station,Sanshuinan Railway Station,25,down
Sanshuinan Railway Station,Foshanxi Railway Station,18,down
Foshanxi Railway Station,Sanshuinan Railway Station,18,up
Sanshuinan Railway Station,Zhaoqingdong Railway Station,25,up
Weinanbei Railway Station,Minchinan Railway Station,260,up
Zhengzhouxi Railway Station,Sanmenxianan Railway Station,224,down
Guangzhounan Railway Station,Zhuhai Railway Station,76,down
Minchinan Railway Station,Zhengzhouxi Railway Station,166,up
Changshanan Railway Station,Zhengzhoudong Railway Station,898,up
Gaobeidiandong Railway Station,Zhengdingjichang Railway Station,62,down
Zhengdingjichang Railway Station,Zhuozhoudong Railway Station,182,up
Baiyangdian Railway Station,Zhengdingjichang Railway Station,140,down
Minchinan Railway Station,Gongyinan Railway Station,115,up
Leiyangxi Railway Station,Yingdexi Railway Station,335,down
Yuanpingxi Railway Station,Xinzhouxi Railway Station,34,down
Xinzhouxi Railway Station,Taiyuannan Railway Station,76,down
Taiyuannan Railway Station,Xinzhouxi Railway Station,76,down
Xinzhouxi Railway Station,Yuanpingxi Railway Station,34,down
Qingzhoushibei Railway Station,Gaomibei Railway Station,118,down
Zouping Railway Station,Linzibei Railway Station,58,down
Jiaozhoubei Railway Station,Gaomibei Railway Station,28,up
Gaomibei Railway Station,Qingzhoushibei Railway Station,118,up
Linzibei Railway Station,Jinandong Railway Station,112,up
Zhangqiubei Railway Station,Zouping Railway Station,24,down
Qingzhoushibei Railway Station,Zouping Railway Station,81,up
Zhengzhoudong Railway Station,Gaoyixi Railway Station,401,up
Gaomibei Railway Station,Laiyang Railway Station,135,down
Haiyangbei Railway Station,Jinandong Railway Station,415,up
Haiyangbei Railway Station,Jimobei Railway Station,97,up
Weifangbei Railway Station,Laiyang Railway Station,198,down
Weifang Railway Station,Qingdaoxi Railway Station,21,down
Qingdaoxi Railway Station,Weifang Railway Station,187,up
Gaomi Railway Station,Qingdaoxi Railway Station,77,down
Jiaozhoubei Railway Station,Gaomi Railway Station,35,up
Weifang Railway Station,Laiyang Railway Station,227,up
Qingzhoushibei Railway Station,Xiagezhuang Railway Station,211,up
Xiagezhuang Railway Station,Yantainan Railway Station,136,up
Mouping Railway Station,Weihaibei Railway Station,37,up
Linzibei Railway Station,Zouping Railway Station,58,up
Gaobeidiandong Railway Station,Dingzhoudong Railway Station,56,down
Nanjing Railway Station,Changzhou Railway Station,136,down
Changzhou Railway Station,Wuxi Railway Station,39,down
Wuxi Railway Station,Suzhou Railway Station,42,down
Suzhou Railway Station,Shanghai Railway Station,84,down
Kunshannan Railway Station,Suzhou Railway Station,34,up
Suzhou Railway Station,Wuxi Railway Station,42,up
Wuxi Railway Station,Changzhou Railway Station,39,up
Changzhou Railway Station,Zhenjiang Railway Station,72,up
Zhenjiang Railway Station,Nanjing Railway Station,64,up
Shanghai Railway Station,Suzhou Railway Station,84,up
Changzhou Railway Station,Nanjing Railway Station,136,up
Suzhou Railway Station,Kunshannan Railway Station,34,down
Yingkoudong Railway Station,Anshanxi Railway Station,77,down
Liaoyang Railway Station,Shenyangnan Railway Station,50,down
Shenyang Railway Station,Tielingxi Railway Station,59,down
Dehuixi Railway Station,Haerbinxi Railway Station,156,down
Nanjing Railway Station,Zhenjiang Railway Station,64,down
Zhenjiang Railway Station,Changzhou Railway Station,72,down
Suzhou Railway Station,Shanghaixi Railway Station,79,down
Shanghaixi Railway Station,Shanghai Railway Station,5,down
Zhenjiang Railway Station,Danyang Railway Station,27,down
Danyang Railway Station,Changzhou Railway Station,45,down
Kaiyuanxi Railway Station,Shenyang Railway Station,106,up
Liaoyang Railway Station,Haichengxi Railway Station,69,up
Zhenjiang Railway Station,Nanjingnan Railway Station,74,up
Nanjingnan Railway Station,Zhenjiang Railway Station,74,down
Zhenjiang Railway Station,Huishan Railway Station,97,down
Huishan Railway Station,Wuxi Railway Station,14,down
Wuxi Railway Station,Wuxixinqu Railway Station,13,down
Wuxixinqu Railway Station,Kunshannan Railway Station,63,down
Changzhou Railway Station,Danyang Railway Station,45,up
Danyang Railway Station,Zhenjiang Railway Station,27,up
Suzhou Railway Station,Suzhouyuanqu Railway Station,10,down
Suzhouyuanqu Railway Station,Antingbei Railway Station,45,down
Antingbei Railway Station,Shanghai Railway Station,29,down
Shanghai Railway Station,Antingbei Railway Station,29,up
Antingbei Railway Station,Suzhou Railway Station,55,up
Suzhou Railway Station,Wuxixinqu Railway Station,29,up
Wuxixinqu Railway Station,Qishuyan Railway Station,41,up
Qishuyan Railway Station,Changzhou Railway Station,11,up
Changzhou Railway Station,Qishuyan Railway Station,11,down
Qishuyan Railway Station,Wuxi Railway Station,28,down
Kunshannan Railway Station,Shanghaixi Railway Station,10,down
Wuxi Railway Station,Huishan Railway Station,39,up
Huishan Railway Station,Danyang Railway Station,45,up
Nanjingnan Railway Station,Danyang Railway Station,101,down
Suzhouyuanqu Railway Station,Kunshannan Railway Station,24,down
Danyang Railway Station,Huishan Railway Station,45,down
Huishan Railway Station,Wuxixinqu Railway Station,52,down
Wuxixinqu Railway Station,Suzhou Railway Station,29,down
Changchunxi Railway Station,Haerbin Railway Station,247,down
Haerbin Railway Station,Zhaodong Railway Station,62,down
Zhaodong Railway Station,Daqingdong Railway Station,86,down
Shanghai Railway Station,Huaqiao Railway Station,40,up
Huaqiao Railway Station,Suzhou Railway Station,44,up
Danyang Railway Station,Nanjing Railway Station,91,up
Nanjing Railway Station,Danyang Railway Station,91,down
Kunshannan Railway Station,Antingbei Railway Station,21,down
Antingbei Railway Station,Kunshannan Railway Station,21,up
Suzhou Railway Station,Changzhou Railway Station,81,up
Danyang Railway Station,Qishuyan Railway Station,56,down
Shanghai Railway Station,Yangchenghu Railway Station,5,up
Yangchenghu Railway Station,Suzhou Railway Station,79,up
Nanjing Railway Station,Xianlin Railway Station,13,down
Xianlin Railway Station,Zhenjiang Railway Station,51,down
Changzhou Railway Station,Huishan Railway Station,25,down
Huishan Railway Station,Suzhou Railway Station,56,down
Shanghai Railway Station,Suzhouyuanqu Railway Station,74,up
Suzhouyuanqu Railway Station,Suzhou Railway Station,10,up
Changzhou Railway Station,Wuxixinqu Railway Station,52,down
Suzhouyuanqu Railway Station,Shanghai Railway Station,74,down
Wuxixinqu Railway Station,Wuxi Railway Station,13,up
Shenyangbei Railway Station,Gaizhouxi Railway Station,205,up
Gaizhouxi Railway Station,Boyuquan Railway Station,29,up
Boyuquan Railway Station,Puwan Railway Station,108,up
Puwan Railway Station,Dalianbei Railway Station,41,up
Shanghai Railway Station,Shanghaixi Railway Station,5,up
Shanghaixi Railway Station,Suzhouyuanqu Railway Station,69,up
Wuxi Railway Station,Suzhouxinqu Railway Station,32,down
Suzhouxinqu Railway Station,Suzhou Railway Station,10,down
Kunshannan Railway Station,Huaqiao Railway Station,10,down
Huaqiao Railway Station,Shanghai Railway Station,40,down
Wuxi Railway Station,Qishuyan Railway Station,14,up
Qishuyan Railway Station,Danyang Railway Station,70,up
Suzhouyuanqu Railway Station,Shanghaixi Railway Station,69,down
Huishan Railway Station,Changzhou Railway Station,25,up
Kunshannan Railway Station,Yangchenghu Railway Station,9,up
Zhenjiang Railway Station,Qishuyan Railway Station,83,down
Qishuyan Railway Station,Wuxixinqu Railway Station,41,down
Shanghai Railway Station,Nanxiangbei Railway Station,14,up
Nanxiangbei Railway Station,Kunshannan Railway Station,36,up
Zhenjiang Railway Station,Wuxi Railway Station,111,down
Suzhou Railway Station,Antingbei Railway Station,55,down
Antingbei Railway Station,Shanghaixi Railway Station,24,down
Boyuquan Railway Station,Gaizhouxi Railway Station,57,down
Gaizhouxi Railway Station,Liaoyang Railway Station,107,down
Liaoyang Railway Station,Shenyangbei Railway Station,70,down
Kaiyuanxi Railway Station,Changchunxi Railway Station,197,down
Suzhouyuanqu Railway Station,Suzhouxinqu Railway Station,20,up
Suzhouxinqu Railway Station,Wuxi Railway Station,32,up
Danyang Railway Station,Nanjingnan Railway Station,101,up
Nanjingnan Railway Station,Jiangningxi Railway Station,10,up
Jiangningxi Railway Station,Maanshandong Railway Station,32,up
Maanshandong Railway Station,Wuhu Railway Station,43,up
Wuhu Railway Station,Yijiang Railway Station,12,up
Yijiang Railway Station,Tongling Railway Station,64,up
Suzhouxinqu Railway Station,Suzhouyuanqu Railway Station,20,down
Haerbinxi Railway Station,Sipingdong Railway Station,358,up
Tielingxi Railway Station,Shenyang Railway Station,59,up
Anshanxi Railway Station,Boyuquan Railway Station,134,up
Zhenjiang Railway Station,Baohuashan Railway Station,37,up
Baohuashan Railway Station,Nanjingnan Railway Station,37,up
Nanjingnan Railway Station,Maanshandong Railway Station,42,up
Maanshandong Railway Station,Dangtudong Railway Station,15,up
Dangtudong Railway Station,Wuhu Railway Station,28,up
Wuhu Railway Station,Fanchangxi Railway Station,41,up
Fanchangxi Railway Station,Tongling Railway Station,35,up
Tongling Railway Station,Yijiang Railway Station,64,up
Yijiang Railway Station,Wuhu Railway Station,12,up
Wuhu Railway Station,Dangtudong Railway Station,28,up
Dangtudong Railway Station,Maanshandong Railway Station,15,up
Maanshandong Railway Station,Nanjingnan Railway Station,42,up
Wuhu Railway Station,Tongling Railway Station,76,up
Tongling Railway Station,Wuhu Railway Station,76,up
Nanjingnan Railway Station,Changzhou Railway Station,146,up
Dalianbei Railway Station,Puwan Railway Station,41,down
Puwan Railway Station,Wafangdianxi Railway Station,37,down
Wafangdianxi Railway Station,Anshanxi Railway Station,205,down
Yabulixi Railway Station,Hengdaohezidong Railway Station,45,down
Hengdaohezidong Railway Station,Hailinbei Railway Station,30,down
Nanxiangbei Railway Station,Suzhou Railway Station,34,up
Changzhou Railway Station,Nanjingnan Railway Station,146,up
Tongling Railway Station,Fanchangxi Railway Station,35,up
Fanchangxi Railway Station,Wuhu Railway Station,41,up
Wuhu Railway Station,Maanshandong Railway Station,43,up
Shuangchengbei Railway Station,Fuyubei Railway Station,58,up
Shenyang Railway Station,Anshanxi Railway Station,95,up
Boyuquan Railway Station,Wafangdianxi Railway Station,71,up
Wafangdianxi Railway Station,Dalianbei Railway Station,78,up
Shanghaixi Railway Station,Kunshannan Railway Station,45,up
Suzhou Railway Station,Yangchenghu Railway Station,25,down
Yangchenghu Railway Station,Kunshannan Railway Station,9,down
Boyuquan Railway Station,Anshanxi Railway Station,134,down
Changshanan Railway Station,Xinyangdong Railway Station,601,up
Kunshannan Railway Station,Suzhouyuanqu Railway Station,24,up
Shanghaihongqiao Railway Station,Suzhou Railway Station,84,up
Wuxixinqu Railway Station,Changzhou Railway Station,52,up
Nanjing Railway Station,Baohuashan Railway Station,27,down
Baohuashan Railway Station,Zhenjiang Railway Station,37,down
Wuxi Railway Station,Danyang Railway Station,84,up
Changchunxi Railway Station,Shenyang Railway Station,303,up
Liaoyang Railway Station,Yingkoudong Railway Station,107,up
Suzhou Railway Station,Huishan Railway Station,56,up
Danyang Railway Station,Xianlin Railway Station,78,up
Xianlin Railway Station,Nanjing Railway Station,13,up
Suzhouyuanqu Railway Station,Shanghaihongqiao Railway Station,74,down
Yingkoudong Railway Station,Shenyang Railway Station,172,down
Shenyang Railway Station,Kaiyuanxi Railway Station,106,down
Zhaodong Railway Station,Anda Railway Station,65,down
Anda Railway Station,Daqingxi Railway Station,43,down
Daqingxi Railway Station,Duerbote Railway Station,42,down
Duerbote Railway Station,Qiqihaernan Railway Station,67,down
Suzhou Railway Station,Shanghaihongqiao Railway Station,84,down
Shenyangbei Railway Station,Shenyangnan Railway Station,20,up
Wuxi Railway Station,Zhenjiang Railway Station,111,up
Changzhou Railway Station,Suzhou Railway Station,81,up
Yangchenghu Railway Station,Shanghaihongqiao Railway Station,59,up
Dalianbei Railway Station,Haichengxi Railway Station,244,down
Haichengxi Railway Station,Liaoyang Railway Station,69,down
Suzhou Railway Station,Suzhouxinqu Railway Station,10,up
Maanshandong Railway Station,Jiangningxi Railway Station,17,up
Jiangningxi Railway Station,Nanjingnan Railway Station,25,up
Wuxixinqu Railway Station,Huishan Railway Station,27,up
Suiyang Railway Station,Muleng Railway Station,50,up
Muleng Railway Station,Mudanjiang Railway Station,66,up
Hailinbei Railway Station,Yabulixi Railway Station,75,up
Yabulixi Railway Station,Weihexi Railway Station,18,up
Weihexi Railway Station,Shangzhinan Railway Station,45,up
Shenyangbei Railway Station,Liaoyang Railway Station,70,up
Liaoyang Railway Station,Gaizhouxi Railway Station,135,up
Hefeinan Railway Station,Quanjiao Railway Station,101,up
Quanjiao Railway Station,Nanjingnan Railway Station,56,up
Quanjiao Railway Station,Hefei Railway Station,98,up
Fuyangxi Railway Station,Bozhounan Railway Station,104,up
Bozhounan Railway Station,Fuyangxi Railway Station,104,up
Yijiang Railway Station,Fanchangxi Railway Station,29,up
Yabulixi Railway Station,Yimianpobei Railway Station,46,up
Yimianpobei Railway Station,Shangzhinan Railway Station,17,up
Achengbei Railway Station,Haerbinxi Railway Station,58,up
Haichengxi Railway Station,Yingkoudong Railway Station,38,up
Danyang Railway Station,Wuxi Railway Station,84,up
Boyuquan Railway Station,Liaoyang Railway Station,164,down
Shenyangnan Railway Station,Shenyangbei Railway Station,20,down
Haerbin Railway Station,Achengbei Railway Station,51,down
Achengbei Railway Station,Maoershanxi Railway Station,50,down
Weihexi Railway Station,Hailinbei Railway Station,93,down
Muleng Railway Station,Suifenhe Railway Station,71,down
Yilan Railway Station,Gaoleng Railway Station,42,up
Gaoleng Railway Station,Fangzheng Railway Station,40,up
Sipingdong Railway Station,Shenyang Railway Station,185,up
Xixianbei Railway Station,Sanyang Railway Station,52,up
Sanyang Railway Station,Qiandaohu Railway Station,49,up
Puwan Railway Station,Yingkoudong Railway Station,165,down
Yingkoudong Railway Station,Haichengxi Railway Station,38,down
Haichengxi Railway Station,Dalianbei Railway Station,244,up
Wuxi Railway Station,Nanjingnan Railway Station,185,up
Boyuquan Railway Station,Shenyang Railway Station,229,down
Shuijiahu Railway Station,Hefei Railway Station,69,down
Duerbote Railway Station,Daqingxi Railway Station,42,up
Daqingxi Railway Station,Anda Railway Station,43,up
Wuxi Railway Station,Kunshannan Railway Station,76,up
Kunshannan Railway Station,Nanxiangbei Railway Station,274,up
Nanxiangbei Railway Station,Shanghai Railway Station,14,up
Shanghaixi Railway Station,Suzhou Railway Station,79,up
Shanghaixi Railway Station,Antingbei Railway Station,24,up
Puwan Railway Station,Gaizhouxi Railway Station,137,down
Gaizhouxi Railway Station,Anshanxi Railway Station,105,down
Wuxixinqu Railway Station,Nanxiangbei Railway Station,99,up
Hefeibeicheng Railway Station,Hefei Railway Station,22,down
Hefei Railway Station,Hefeibeicheng Railway Station,22,up
Hefeibeicheng Railway Station,Shuijiahu Railway Station,47,up
Fuyangxi Railway Station,Huainannan Railway Station,136,down
Suzhoubei Railway Station,Shanghai Railway Station,88,down
Dalianbei Railway Station,Anshanxi Railway Station,283,down
Kunshannan Railway Station,Zhenjiangnan Railway Station,187,up
Nanjingnan Railway Station,Wuxi Railway Station,185,up
Xiaoxianbei Railway Station,Huaibei Railway Station,36,up
Xiaoxianbei Railway Station,Huaibeibei Railway Station,25,up
Huaibeibei Railway Station,Huaibei Railway Station,11,up
Huaibei Railway Station,Huaibeibei Railway Station,11,up
Huaibeibei Railway Station,Xiaoxianbei Railway Station,25,up
Zhenjiangnan Railway Station,Shanghai Railway Station,237,up
Wafangdianxi Railway Station,Boyuquan Railway Station,71,down
Shenyang Railway Station,Sipingdong Railway Station,185,down
Fuyang Railway Station,Qiandaohu Railway Station,108,down
Qiandaohu Railway Station,Xixianbei Railway Station,101,down
